_id,deviceId,ts,hour,minute,sound.avg,sound.max,sound.last,sound_range,sound_stability,soundHist.QUIET,soundHist.LIGHT_ACTIVITY,soundHist.RESTLESS,soundHist.CRYING,hist_total,hist_quiet_ratio,hist_la_ratio,hist_rest_ratio,hist_cry_ratio,temp.avg,temp.min,temp.max,humidity.avg,humidity.min,humidity.max,light.avg,light.last,comfort.avg,comfort.last,comfort_computed,motion.samplesActive,motion.durationMs,motion_active_ratio,motion_active,hour_sin,hour_cos,sampleCount,sound.event,label_encoded
synthetic_001260,ESP32_GREENHOUSE_01,2026-04-01 10:29:30+00:00,10,29,80.3,106.6,110.7,26.299999999999997,0.7462825278810409,13,0,1,1,15,0.8125,0.0,0.0625,0.0625,33.32,32.9,33.5,54.12,52.8,54.8,359.7,355.7,58.6,59.1,59.3,1,39,0.0625,1,0.49999999999999994,-0.8660254037844387,15,QUIET,0
synthetic_004564,ESP32_GREENHOUSE_01,2026-04-02 14:01:30+00:00,14,1,123.6,243.0,140.6,119.4,0.5065573770491804,0,14,0,1,15,0.0,0.875,0.0,0.0625,32.84,32.3,33.0,54.56,53.7,55.9,415.1,404.5,59.4,56.8,57.3,2,2938,0.14285714285714285,1,-0.4999999999999997,-0.8660254037844388,13,LIGHT_ACTIVITY,1
synthetic_002154,ESP32_GREENHOUSE_01,2026-04-01 17:56:30+00:00,17,56,35.0,62.3,70.1,27.299999999999997,0.5529225908372828,11,1,1,2,15,0.6875,0.0625,0.0625,0.125,32.65,32.4,33.0,54.52,54.3,55.1,326.9,340.2,59.6,60.6,60.8,1,54,0.0625,1,-0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_009483,ESP32_GREENHOUSE_01,2026-04-04 07:01:00+00:00,7,1,338.3,867.9,279.8,529.5999999999999,0.3893428472781678,1,2,2,10,15,0.0625,0.125,0.125,0.625,32.98,32.8,33.4,56.96,55.8,57.0,92.3,68.5,48.6,51.0,47.4,0,1784,0.0,0,0.9659258262890683,-0.25881904510252063,14,CRYING,3
synthetic_000879,ESP32_GREENHOUSE_01,2026-04-01 07:19:00+00:00,7,19,71.7,86.2,52.8,14.5,0.8222477064220184,0,14,1,0,15,0.0,0.875,0.0625,0.0,32.59,32.1,32.9,59.8,58.7,60.1,91.6,91.7,56.6,57.8,56.1,0,318,0.0,0,0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_009168,ESP32_GREENHOUSE_01,2026-04-04 04:23:30+00:00,4,23,381.9,979.1,613.2,597.2,0.38965411692684415,2,0,6,7,15,0.125,0.0,0.375,0.4375,32.28,32.1,32.6,54.49,54.2,56.3,49.2,39.7,46.3,35.5,47.9,3,1088,0.1875,1,0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_008741,ESP32_GREENHOUSE_01,2026-04-04 00:50:00+00:00,0,50,188.0,553.3,5.0,365.29999999999995,0.3391665163268988,0,1,0,14,15,0.0,0.0625,0.0,0.875,31.46,30.9,31.7,54.62,52.7,55.1,36.5,39.7,58.2,65.0,57.7,2,1327,0.13333333333333333,1,0.0,1.0,14,CRYING,3
synthetic_005564,ESP32_GREENHOUSE_01,2026-04-02 22:21:30+00:00,22,21,120.8,618.0,75.7,497.2,0.19515347334410338,1,2,5,7,15,0.0625,0.125,0.3125,0.4375,31.32,31.1,31.6,57.71,55.9,59.3,75.5,75.7,56.2,59.2,58.8,0,1598,0.0,0,-0.5000000000000004,0.8660254037844384,14,RESTLESS,2
synthetic_000365,ESP32_GREENHOUSE_01,2026-04-01 03:02:00+00:00,3,2,77.7,143.5,64.3,65.8,0.5377162629757786,10,1,1,3,15,0.625,0.0625,0.0625,0.1875,30.54,30.1,31.0,55.31,54.7,57.1,2.4,8.0,64.4,64.6,64.1,0,77,0.0,0,0.7071067811865476,0.7071067811865476,14,QUIET,0
synthetic_009477,ESP32_GREENHOUSE_01,2026-04-04 06:58:00+00:00,6,58,342.9,663.0,481.2,320.1,0.5164156626506023,1,0,1,13,15,0.0625,0.0,0.0625,0.8125,32.02,31.5,32.6,56.44,56.4,57.8,0.0,1.6,46.5,43.1,48.9,3,257,0.1875,1,1.0,6.123233995736766e-17,15,CRYING,3
synthetic_009011,ESP32_GREENHOUSE_01,2026-04-04 03:05:00+00:00,3,5,359.7,865.4,314.1,505.7,0.4151662049861496,2,1,4,8,15,0.125,0.0625,0.25,0.5,30.21,29.7,30.7,63.45,62.7,64.0,64.9,65.6,52.1,48.8,48.9,0,287,0.0,0,0.7071067811865476,0.7071067811865476,14,CRYING,3
synthetic_004954,ESP32_GREENHOUSE_01,2026-04-02 17:16:30+00:00,17,16,65.3,371.2,127.4,305.9,0.17544331004836108,3,2,9,1,15,0.1875,0.125,0.5625,0.0625,32.64,32.2,32.8,55.12,54.0,56.2,261.8,243.8,58.6,57.2,59.2,1,1631,0.0625,1,-0.9659258262890683,-0.25881904510252063,15,LIGHT_ACTIVITY,1
synthetic_001148,ESP32_GREENHOUSE_01,2026-04-01 09:33:30+00:00,9,33,38.6,67.0,35.2,28.4,0.5676470588235294,10,3,1,1,15,0.625,0.1875,0.0625,0.0625,33.38,33.0,33.6,56.42,55.4,56.5,229.2,252.7,61.0,57.8,59.5,0,125,0.0,0,0.7071067811865476,-0.7071067811865475,15,QUIET,0
synthetic_007067,ESP32_GREENHOUSE_01,2026-04-03 10:53:00+00:00,10,53,149.7,218.3,91.9,68.60000000000002,0.682626538987688,1,0,14,0,15,0.0625,0.0,0.875,0.0,32.58,32.3,32.9,60.62,58.8,61.8,318.5,321.3,53.7,56.1,52.5,4,2342,0.26666666666666666,1,0.49999999999999994,-0.8660254037844387,14,RESTLESS,2
synthetic_005853,ESP32_GREENHOUSE_01,2026-04-03 00:46:00+00:00,0,46,79.3,489.4,116.6,410.09999999999997,0.1617047308319739,2,2,8,3,15,0.125,0.125,0.5,0.1875,30.54,30.3,30.7,62.04,61.9,63.2,13.1,5.3,59.4,60.1,59.9,4,1220,0.26666666666666666,1,0.0,1.0,14,RESTLESS,2
synthetic_000972,ESP32_GREENHOUSE_01,2026-04-01 08:05:30+00:00,8,5,37.7,82.3,50.4,44.599999999999994,0.4525810324129652,11,1,2,1,15,0.6875,0.0625,0.125,0.0625,33.3,32.8,33.9,55.98,54.8,57.9,147.5,130.7,58.3,58.6,59.8,1,78,0.0625,1,0.8660254037844387,-0.4999999999999998,15,QUIET,0
synthetic_008358,ESP32_GREENHOUSE_01,2026-04-03 21:38:30+00:00,21,38,660.3,763.5,562.7,103.20000000000005,0.8637017658600392,1,2,0,12,15,0.0625,0.125,0.0,0.75,31.8,31.4,32.0,56.84,55.1,57.6,5.1,4.2,37.6,41.1,36.9,3,1992,0.2,1,-0.7071067811865477,0.7071067811865474,14,CRYING,3
synthetic_006151,ESP32_GREENHOUSE_01,2026-04-03 03:15:00+00:00,3,15,5.0,314.3,5.0,309.3,0.01585791309863622,3,2,9,1,15,0.1875,0.125,0.5625,0.0625,31.18,30.8,31.7,59.98,59.0,60.8,78.0,95.9,62.7,63.3,62.3,2,1195,0.125,1,0.7071067811865476,0.7071067811865476,15,RESTLESS,2
synthetic_005119,ESP32_GREENHOUSE_01,2026-04-02 18:39:00+00:00,18,39,175.1,417.7,214.4,242.6,0.4181991879627418,1,4,7,3,15,0.0625,0.25,0.4375,0.1875,32.03,31.6,32.2,57.6,57.5,57.7,263.8,255.1,53.1,52.4,54.7,0,1699,0.0,0,-1.0,-1.8369701987210297e-16,14,LIGHT_ACTIVITY,1
synthetic_002926,ESP32_GREENHOUSE_01,2026-04-02 00:22:30+00:00,0,22,33.6,243.0,46.6,209.4,0.1377049180327869,3,9,1,2,15,0.1875,0.5625,0.0625,0.125,30.7,30.2,31.0,58.02,56.7,59.8,73.7,90.2,63.9,62.0,63.7,1,511,0.06666666666666667,1,0.0,1.0,14,RESTLESS,2
synthetic_009831,ESP32_GREENHOUSE_01,2026-04-04 09:55:00+00:00,9,55,251.5,688.8,76.1,437.29999999999995,0.36459843432879097,1,0,0,14,15,0.0625,0.0,0.0,0.875,33.83,33.3,34.3,55.03,53.8,55.0,251.0,237.5,53.3,59.0,52.0,2,902,0.14285714285714285,1,0.7071067811865476,-0.7071067811865475,13,CRYING,3
synthetic_007244,ESP32_GREENHOUSE_01,2026-04-03 12:21:30+00:00,12,21,107.5,594.8,190.8,487.29999999999995,0.18042967438737834,3,0,10,2,15,0.1875,0.0,0.625,0.125,33.47,33.1,33.8,55.13,54.2,55.7,315.4,332.3,50.4,47.9,57.6,0,7330,0.0,0,1.2246467991473532e-16,-1.0,14,RESTLESS,2
synthetic_008665,ESP32_GREENHOUSE_01,2026-04-04 00:12:00+00:00,0,12,5.0,679.0,155.6,674.0,0.007352941176470588,4,0,3,8,15,0.25,0.0,0.1875,0.5,30.78,30.4,31.0,53.95,53.5,55.7,53.9,64.0,67.8,61.9,67.2,0,1185,0.0,0,0.0,1.0,13,CRYING,3
synthetic_002933,ESP32_GREENHOUSE_01,2026-04-02 00:26:00+00:00,0,26,126.7,366.3,110.5,239.60000000000002,0.34494963245303567,0,0,14,1,15,0.0,0.0,0.875,0.0625,30.96,30.8,31.3,56.86,55.6,57.8,36.9,42.4,62.0,60.2,60.1,2,857,0.125,1,0.0,1.0,15,LIGHT_ACTIVITY,1
synthetic_002217,ESP32_GREENHOUSE_01,2026-04-01 18:28:00+00:00,18,28,12.0,77.9,41.1,65.9,0.1520912547528517,12,1,1,1,15,0.75,0.0625,0.0625,0.0625,32.15,31.7,32.7,57.92,56.8,58.3,245.5,243.5,63.0,57.5,60.6,3,3603,0.1875,1,-1.0,-1.8369701987210297e-16,15,QUIET,0
synthetic_008728,ESP32_GREENHOUSE_01,2026-04-04 00:43:30+00:00,0,43,386.1,803.0,472.2,416.9,0.48022388059701493,2,4,1,8,15,0.125,0.25,0.0625,0.5,30.74,30.5,31.1,53.71,52.4,54.6,68.1,54.9,52.8,48.7,52.5,0,978,0.0,0,0.0,1.0,14,CRYING,3
synthetic_003548,ESP32_GREENHOUSE_01,2026-04-02 05:33:30+00:00,5,33,111.2,282.4,40.9,171.2,0.392378263937897,4,9,1,1,15,0.25,0.5625,0.0625,0.0625,31.85,31.5,32.1,58.66,58.1,59.0,18.6,26.3,57.1,62.0,57.1,1,1260,0.0625,1,0.9659258262890683,0.25881904510252074,15,LIGHT_ACTIVITY,1
synthetic_004236,ESP32_GREENHOUSE_01,2026-04-02 11:17:30+00:00,11,17,47.0,396.3,74.0,349.3,0.11829851497608859,2,4,8,1,15,0.125,0.25,0.5,0.0625,33.29,33.1,33.8,54.98,54.3,55.1,426.8,417.8,59.1,59.5,60.0,2,2980,0.125,1,0.258819045102521,-0.9659258262890682,15,LIGHT_ACTIVITY,1
synthetic_006678,ESP32_GREENHOUSE_01,2026-04-03 07:38:30+00:00,7,38,250.0,606.4,181.1,356.4,0.4115903852486006,1,12,2,0,15,0.0625,0.75,0.125,0.0,33.05,32.8,33.5,60.39,58.9,60.6,81.3,79.3,44.7,46.5,48.7,3,5537,0.1875,1,0.9659258262890683,-0.25881904510252063,15,RESTLESS,2
synthetic_000827,ESP32_GREENHOUSE_01,2026-04-01 06:53:00+00:00,6,53,5.0,95.4,22.3,90.4,0.051867219917012444,14,0,0,1,15,0.875,0.0,0.0,0.0625,33.48,33.1,33.9,58.53,58.0,59.4,0.0,2.0,59.1,59.6,59.5,1,206,0.0625,1,1.0,6.123233995736766e-17,15,QUIET,0
synthetic_004271,ESP32_GREENHOUSE_01,2026-04-02 11:35:00+00:00,11,35,205.4,383.1,160.7,177.70000000000002,0.534756573808904,2,11,1,1,15,0.125,0.6875,0.0625,0.0625,33.63,33.2,34.1,54.74,52.9,55.9,374.2,370.3,54.3,54.1,54.0,1,769,0.0625,1,0.258819045102521,-0.9659258262890682,15,LIGHT_ACTIVITY,1
synthetic_007014,ESP32_GREENHOUSE_01,2026-04-03 10:26:30+00:00,10,26,263.1,457.4,286.6,194.29999999999995,0.5739528795811519,2,5,8,0,15,0.125,0.3125,0.5,0.0,32.31,32.0,32.5,57.32,57.2,59.3,278.0,276.6,46.6,43.4,50.7,4,6360,0.26666666666666666,1,0.49999999999999994,-0.8660254037844387,14,RESTLESS,2
synthetic_007269,ESP32_GREENHOUSE_01,2026-04-03 12:34:00+00:00,12,34,18.6,616.7,5.0,598.1,0.03011170471102477,0,1,14,0,15,0.0,0.0625,0.875,0.0,33.22,32.7,33.5,55.02,54.6,55.3,315.3,320.6,57.9,55.7,61.1,0,5585,0.0,0,1.2246467991473532e-16,-1.0,14,RESTLESS,2
synthetic_008213,ESP32_GREENHOUSE_01,2026-04-03 20:26:00+00:00,20,26,266.3,426.0,362.5,159.7,0.6236533957845434,0,1,0,14,15,0.0,0.0625,0.0,0.875,31.59,31.3,31.9,54.31,53.8,56.2,200.8,210.6,55.9,50.3,54.4,5,4881,0.3125,1,-0.8660254037844386,0.5000000000000001,15,CRYING,3
synthetic_005974,ESP32_GREENHOUSE_01,2026-04-03 01:46:30+00:00,1,46,128.5,555.8,162.9,427.29999999999995,0.23078304597701152,2,2,9,2,15,0.125,0.125,0.5625,0.125,31.24,30.8,31.5,58.07,56.5,59.8,75.2,71.9,53.2,50.6,58.5,3,6262,0.1875,1,0.25881904510252074,0.9659258262890683,15,RESTLESS,2
synthetic_003659,ESP32_GREENHOUSE_01,2026-04-02 06:29:00+00:00,6,29,70.0,257.8,5.0,187.8,0.2704791344667697,1,11,0,3,15,0.0625,0.6875,0.0,0.1875,31.76,31.7,32.2,59.88,58.0,61.3,116.9,127.4,57.5,61.7,58.2,1,3662,0.0625,1,1.0,6.123233995736766e-17,15,LIGHT_ACTIVITY,1
synthetic_005304,ESP32_GREENHOUSE_01,2026-04-02 20:11:30+00:00,20,11,107.0,423.2,144.8,316.2,0.25223950966525227,2,1,9,3,15,0.125,0.0625,0.5625,0.1875,31.64,31.5,32.1,54.4,53.6,54.8,137.9,131.5,60.4,61.6,60.5,0,4872,0.0,0,-0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_000717,ESP32_GREENHOUSE_01,2026-04-01 05:58:00+00:00,5,58,66.6,72.9,31.4,6.300000000000011,0.9012178619756426,9,2,3,1,15,0.5625,0.125,0.1875,0.0625,32.33,31.9,32.6,59.68,58.3,60.9,49.3,51.4,54.9,57.5,56.8,0,188,0.0,0,0.9659258262890683,0.25881904510252074,15,QUIET,0
synthetic_002024,ESP32_GREENHOUSE_01,2026-04-01 16:51:30+00:00,16,51,41.9,121.3,49.1,79.4,0.3426001635322976,13,1,1,0,15,0.8125,0.0625,0.0625,0.0,32.7,32.3,32.9,54.92,53.4,55.8,376.4,359.4,59.3,61.2,60.3,1,326,0.06666666666666667,1,-0.8660254037844385,-0.5000000000000004,14,QUIET,0
synthetic_007058,ESP32_GREENHOUSE_01,2026-04-03 10:48:30+00:00,10,48,122.5,430.5,197.1,308.0,0.28389339513325607,1,1,11,2,15,0.0625,0.0625,0.6875,0.125,33.66,33.4,34.0,57.86,56.9,58.8,265.1,271.1,56.1,57.1,55.3,2,2524,0.13333333333333333,1,0.49999999999999994,-0.8660254037844387,14,RESTLESS,2
synthetic_009692,ESP32_GREENHOUSE_01,2026-04-04 08:45:30+00:00,8,45,246.7,584.3,213.3,337.59999999999997,0.4214932513241073,2,1,1,11,15,0.125,0.0625,0.0625,0.6875,33.22,33.1,33.7,62.82,61.1,64.2,165.7,166.9,45.5,51.9,47.3,1,689,0.0625,1,0.8660254037844387,-0.4999999999999998,15,CRYING,3
synthetic_000823,ESP32_GREENHOUSE_01,2026-04-01 06:51:00+00:00,6,51,30.2,68.2,23.8,38.0,0.43641618497109824,8,1,3,3,15,0.5,0.0625,0.1875,0.1875,31.69,31.2,32.2,60.46,59.7,61.1,51.0,36.0,59.8,58.9,59.5,1,321,0.0625,1,1.0,6.123233995736766e-17,15,QUIET,0
synthetic_007690,ESP32_GREENHOUSE_01,2026-04-03 16:04:30+00:00,16,4,744.4,744.4,639.9,0.0,0.9986584384223236,0,2,2,11,15,0.0,0.125,0.125,0.6875,32.88,32.7,33.0,54.38,53.4,55.1,397.1,387.3,33.9,39.0,33.2,0,1581,0.0,0,-0.8660254037844385,-0.5000000000000004,14,CRYING,3
synthetic_009252,ESP32_GREENHOUSE_01,2026-04-04 05:05:30+00:00,5,5,467.7,762.0,470.6,294.3,0.6129750982961992,3,3,1,8,15,0.1875,0.1875,0.0625,0.5,31.52,31.3,31.7,57.96,57.6,58.5,78.3,106.2,43.8,45.8,44.5,0,121,0.0,0,0.9659258262890683,0.25881904510252074,14,CRYING,3
synthetic_004225,ESP32_GREENHOUSE_01,2026-04-02 11:12:00+00:00,11,12,106.3,223.3,113.3,117.00000000000001,0.47391885867142214,2,10,3,0,15,0.125,0.625,0.1875,0.0,33.9,33.5,34.2,56.61,55.9,58.0,367.2,353.5,57.2,56.1,56.7,5,4824,0.3125,1,0.258819045102521,-0.9659258262890682,15,LIGHT_ACTIVITY,1
synthetic_003334,ESP32_GREENHOUSE_01,2026-04-02 03:46:30+00:00,3,46,159.2,247.0,113.9,87.80000000000001,0.6419354838709677,1,7,4,3,15,0.0625,0.4375,0.25,0.1875,31.62,31.5,31.7,57.67,55.9,59.0,48.3,36.7,54.9,58.7,56.4,1,2624,0.0625,1,0.7071067811865476,0.7071067811865476,15,LIGHT_ACTIVITY,1
synthetic_000646,ESP32_GREENHOUSE_01,2026-04-01 05:22:30+00:00,5,22,35.5,68.0,44.3,32.5,0.5144927536231884,9,1,3,2,15,0.5625,0.0625,0.1875,0.125,32.0,31.7,32.5,60.03,59.6,60.3,21.6,17.8,61.2,59.9,58.7,0,79,0.0,0,0.9659258262890683,0.25881904510252074,15,QUIET,0
synthetic_004422,ESP32_GREENHOUSE_01,2026-04-02 12:50:30+00:00,12,50,142.4,304.0,166.8,161.6,0.4668852459016394,1,13,0,1,15,0.0625,0.8125,0.0,0.0625,34.27,34.1,34.8,54.33,53.9,55.1,352.1,338.3,54.8,53.9,56.7,0,2763,0.0,0,1.2246467991473532e-16,-1.0,15,LIGHT_ACTIVITY,1
synthetic_006224,ESP32_GREENHOUSE_01,2026-04-03 03:51:30+00:00,3,51,169.1,459.0,169.3,289.9,0.3676086956521739,1,2,11,1,15,0.0625,0.125,0.6875,0.0625,31.28,31.1,31.5,62.47,61.2,64.4,27.6,30.6,52.8,54.6,54.0,2,4705,0.13333333333333333,1,0.7071067811865476,0.7071067811865476,14,RESTLESS,2
synthetic_004835,ESP32_GREENHOUSE_01,2026-04-02 16:17:00+00:00,16,17,191.0,327.9,176.1,136.89999999999998,0.5807236242018851,1,14,0,0,15,0.0625,0.875,0.0,0.0,33.57,33.0,33.7,50.21,49.2,50.8,441.4,440.6,57.5,55.9,57.4,1,2305,0.06666666666666667,1,-0.8660254037844385,-0.5000000000000004,14,LIGHT_ACTIVITY,1
synthetic_003713,ESP32_GREENHOUSE_01,2026-04-02 06:56:00+00:00,6,56,100.8,221.1,73.5,120.3,0.45384961728950923,3,10,2,0,15,0.1875,0.625,0.125,0.0,32.26,32.0,32.5,57.45,55.7,58.1,19.7,10.7,58.4,58.4,57.1,1,17,0.0625,1,1.0,6.123233995736766e-17,15,LIGHT_ACTIVITY,1
synthetic_000526,ESP32_GREENHOUSE_01,2026-04-01 04:22:30+00:00,4,22,77.3,77.3,102.3,0.0,0.9872286079182631,0,14,1,0,15,0.0,0.875,0.0625,0.0,31.71,31.4,32.2,59.61,57.9,61.0,5.4,2.7,57.6,55.1,58.2,0,101,0.0,0,0.8660254037844386,0.5000000000000001,14,QUIET,0
synthetic_006064,ESP32_GREENHOUSE_01,2026-04-03 02:31:30+00:00,2,31,124.4,422.3,154.2,297.9,0.2938814079848807,2,5,7,1,15,0.125,0.3125,0.4375,0.0625,30.83,30.3,31.1,62.54,61.6,64.0,15.1,6.3,50.4,51.2,57.0,2,7593,0.14285714285714285,1,0.49999999999999994,0.8660254037844387,13,RESTLESS,2
synthetic_007063,ESP32_GREENHOUSE_01,2026-04-03 10:51:00+00:00,10,51,187.3,296.1,312.1,108.80000000000001,0.6304274654998318,1,0,13,1,15,0.0625,0.0,0.8125,0.0625,33.87,33.4,34.4,56.55,54.7,57.9,295.0,282.9,52.9,48.3,53.6,2,1753,0.125,1,0.49999999999999994,-0.8660254037844387,15,RESTLESS,2
synthetic_000471,ESP32_GREENHOUSE_01,2026-04-01 03:55:00+00:00,3,55,5.0,151.9,5.0,146.9,0.032701111837802485,8,2,4,1,15,0.5,0.125,0.25,0.0625,31.84,31.5,32.3,57.15,57.0,59.1,72.5,50.8,61.0,61.8,62.2,1,308,0.0625,1,0.7071067811865476,0.7071067811865476,15,QUIET,0
synthetic_005991,ESP32_GREENHOUSE_01,2026-04-03 01:55:00+00:00,1,55,154.6,154.6,301.9,0.0,0.993573264781491,0,2,12,1,15,0.0,0.125,0.75,0.0625,30.9,30.5,31.4,59.04,57.8,59.4,74.3,80.1,53.7,45.9,57.8,2,5148,0.125,1,0.25881904510252074,0.9659258262890683,15,RESTLESS,2
synthetic_000865,ESP32_GREENHOUSE_01,2026-04-01 07:12:00+00:00,7,12,71.8,108.7,69.7,36.900000000000006,0.6545123062898814,7,1,4,3,15,0.4375,0.0625,0.25,0.1875,32.47,32.1,32.7,52.43,52.0,52.8,110.6,114.3,60.8,61.4,60.8,0,417,0.0,0,0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_002150,ESP32_GREENHOUSE_01,2026-04-01 17:54:30+00:00,17,54,88.7,128.5,68.9,39.8,0.684942084942085,7,1,5,2,15,0.4375,0.0625,0.3125,0.125,32.4,32.0,32.9,58.69,57.9,58.8,353.3,343.1,54.0,55.9,56.4,1,88,0.0625,1,-0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_007797,ESP32_GREENHOUSE_01,2026-04-03 16:58:00+00:00,16,58,353.4,480.6,218.8,127.20000000000005,0.7338039867109634,1,5,1,8,15,0.0625,0.3125,0.0625,0.5,32.98,32.7,33.1,56.82,56.3,57.7,384.2,371.1,49.6,52.9,46.9,0,798,0.0,0,-0.8660254037844385,-0.5000000000000004,15,CRYING,3
synthetic_008095,ESP32_GREENHOUSE_01,2026-04-03 19:27:00+00:00,19,27,270.5,524.3,145.4,253.79999999999995,0.5149438416143157,3,0,2,10,15,0.1875,0.0,0.125,0.625,31.82,31.3,32.3,54.02,52.6,55.6,330.9,316.9,52.2,59.9,53.8,2,1344,0.125,1,-0.9659258262890684,0.2588190451025203,15,CRYING,3
synthetic_002886,ESP32_GREENHOUSE_01,2026-04-02 00:02:30+00:00,0,2,133.5,133.5,154.5,0.0,0.9925650557620818,6,7,1,1,15,0.375,0.4375,0.0625,0.0625,30.79,30.2,30.9,63.35,62.1,64.4,3.1,0.0,54.8,54.9,56.2,2,253,0.13333333333333333,1,0.0,1.0,14,LIGHT_ACTIVITY,1
synthetic_003450,ESP32_GREENHOUSE_01,2026-04-02 04:44:30+00:00,4,44,167.9,271.7,191.1,103.79999999999998,0.6156949028236157,1,14,0,0,15,0.0625,0.875,0.0,0.0,32.45,31.9,32.6,59.83,58.4,61.8,16.1,7.1,51.5,50.5,52.4,0,449,0.0,0,0.8660254037844386,0.5000000000000001,15,LIGHT_ACTIVITY,1
synthetic_003681,ESP32_GREENHOUSE_01,2026-04-02 06:40:00+00:00,6,40,151.5,221.8,143.8,70.30000000000001,0.6799820466786355,2,13,0,0,15,0.125,0.8125,0.0,0.0,33.16,32.6,33.5,62.0,61.5,63.8,41.1,66.1,51.7,52.0,51.6,3,2741,0.2,1,1.0,6.123233995736766e-17,14,LIGHT_ACTIVITY,1
synthetic_008646,ESP32_GREENHOUSE_01,2026-04-04 00:02:30+00:00,0,2,260.0,735.7,224.1,475.70000000000005,0.35292520700420793,3,1,2,9,15,0.1875,0.0625,0.125,0.5625,30.58,30.3,31.1,57.41,55.4,58.8,4.2,0.0,56.1,58.6,55.6,1,1968,0.06666666666666667,1,0.0,1.0,14,RESTLESS,2
synthetic_007256,ESP32_GREENHOUSE_01,2026-04-03 12:27:30+00:00,12,27,177.4,473.8,140.1,296.4,0.37363100252737996,1,1,12,1,15,0.0625,0.0625,0.75,0.0625,32.73,32.6,32.9,56.48,54.8,58.4,347.8,359.3,53.4,56.6,54.0,0,1224,0.0,0,1.2246467991473532e-16,-1.0,15,LIGHT_ACTIVITY,1
synthetic_002245,ESP32_GREENHOUSE_01,2026-04-01 18:42:00+00:00,18,42,26.7,110.7,61.7,84.0,0.2390331244404655,8,4,3,0,15,0.5,0.25,0.1875,0.0,32.02,31.5,32.3,57.34,56.2,58.3,323.6,326.8,63.2,59.4,60.7,0,28,0.0,0,-1.0,-1.8369701987210297e-16,15,QUIET,0
synthetic_007947,ESP32_GREENHOUSE_01,2026-04-03 18:13:00+00:00,18,13,279.4,655.3,5.0,375.9,0.4257199451470364,2,2,2,9,15,0.125,0.125,0.125,0.5625,32.05,31.7,32.4,54.05,54.0,55.3,296.8,297.5,54.0,61.0,52.8,2,905,0.13333333333333333,1,-1.0,-1.8369701987210297e-16,14,CRYING,3
synthetic_003859,ESP32_GREENHOUSE_01,2026-04-02 08:09:00+00:00,8,9,13.5,336.6,5.0,323.1,0.03998815165876777,1,13,0,1,15,0.0625,0.8125,0.0,0.0625,32.6,32.3,33.2,54.44,53.4,56.4,85.1,69.7,62.1,63.4,61.7,0,2404,0.0,0,0.8660254037844387,-0.4999999999999998,13,LIGHT_ACTIVITY,1
synthetic_002918,ESP32_GREENHOUSE_01,2026-04-02 00:18:30+00:00,0,18,58.2,222.0,18.8,163.8,0.2609865470852018,2,13,0,0,15,0.125,0.8125,0.0,0.0,31.45,31.3,31.8,54.15,53.0,54.8,61.2,62.8,64.0,65.4,63.1,3,941,0.1875,1,0.0,1.0,15,LIGHT_ACTIVITY,1
synthetic_009766,ESP32_GREENHOUSE_01,2026-04-04 09:22:30+00:00,9,22,614.3,908.4,531.8,294.1,0.6755003298878381,1,0,1,13,15,0.0625,0.0,0.0625,0.8125,32.17,31.8,32.3,56.83,55.0,57.2,249.0,239.7,36.9,42.9,37.6,0,867,0.0,0,0.7071067811865476,-0.7071067811865475,15,CRYING,3
synthetic_002190,ESP32_GREENHOUSE_01,2026-04-01 18:14:30+00:00,18,14,70.0,100.2,64.9,30.200000000000003,0.691699604743083,12,1,2,0,15,0.75,0.0625,0.125,0.0,32.1,31.9,32.6,54.43,53.7,55.0,219.4,233.3,60.1,57.2,60.6,0,275,0.0,0,-1.0,-1.8369701987210297e-16,14,QUIET,0
synthetic_006952,ESP32_GREENHOUSE_01,2026-04-03 09:55:30+00:00,9,55,99.0,553.7,134.6,454.70000000000005,0.17847485127095725,1,0,12,2,15,0.0625,0.0,0.75,0.125,34.06,33.7,34.5,56.91,56.8,58.4,269.7,272.3,57.9,56.3,56.8,2,4164,0.125,1,0.7071067811865476,-0.7071067811865475,15,RESTLESS,2
synthetic_009154,ESP32_GREENHOUSE_01,2026-04-04 04:16:30+00:00,4,16,120.0,840.9,404.2,720.9,0.14253474284356812,1,3,4,7,15,0.0625,0.1875,0.25,0.4375,31.36,31.1,31.8,60.03,60.0,61.0,15.8,19.0,57.3,46.9,57.2,3,1202,0.2,1,0.8660254037844386,0.5000000000000001,14,CRYING,3
synthetic_006023,ESP32_GREENHOUSE_01,2026-04-03 02:11:00+00:00,2,11,235.0,473.5,326.2,238.5,0.4952581664910432,1,0,14,0,15,0.0625,0.0,0.875,0.0,30.82,30.3,31.4,56.96,55.5,58.8,66.0,88.6,52.2,49.6,56.2,3,7821,0.2,1,0.49999999999999994,0.8660254037844387,14,RESTLESS,2
